% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=1036562, Wed Dec  8 15:42:40 2021, <python>{}</python>
1 10 0.43978683975715704 1.0000437509570452 64.90793150482102 6.4907931504821022e+01 263.3857064906014 538.3795726838399   
2 20 0.4173182356373441 1.1621927809766603 64.90793150482102 9.2259350973180062e+01 237.10995149080412 567.869424148653   
3 30 0.37474486064458956 1.334048488825092 48.43103587167813 4.8431035871678127e+01 157.18742426119314 248.5951327722846   
4 40 0.3455923702499935 1.4373819146965718 48.43103587167813 8.6613478670412846e+01 118.8791142120945 199.80514898991458   
5 50 0.32365387449166005 1.4874680608446003 48.43103587167813 7.7558725155994694e+01 150.6102655291227 229.1001284586227   
6 60 0.30178294047266124 1.5540128856368602 48.43103587167813 5.1809168990119112e+01 102.61667059464396 252.12160159310096   
7 70 0.31741120915375914 1.5743433399857565 35.285732541537 3.5285732541537001e+01 115.52813237054717 252.21056768172798   
8 80 0.32354730543363913 1.7748421036367503 33.38146859300801 3.3381468593008009e+01 84.1083194809849 159.8592596610985   
9 90 0.2992522968875109 1.8852709309990225 33.38146859300801 3.9465567024884763e+01 77.39419926404864 179.47663450236655   
10 100 0.3060854873787409 1.9014206805920886 18.373705941911435 1.8373705941911435e+01 55.43098776387235 153.1251749839541   
11 110 0.28544992623152776 1.9327901697666365 18.373705941911435 3.8882488228235353e+01 112.48518895671138 214.1776010751893   
12 120 0.2820821333476794 1.9123895691265906 18.373705941911435 3.5450691695973298e+01 90.1464232104267 172.4108272777662   
13 130 0.2562653606844123 1.9486954815509752 18.373705941911435 3.7189441893721039e+01 55.227725577464824 225.70689990578796   
14 140 0.22759326663281468 1.9541559213603439 13.42516627089799 1.3425166270897989e+01 97.4022001968704 341.92173482428507   
15 150 0.19834450425241984 1.8911254215996445 13.42516627089799 1.7307218710515471e+01 54.66352353927962 87.51230823539143   
16 160 0.19615384491112353 1.9234080495603105 13.42516627089799 1.4584981723302565e+01 31.91926908068563 96.4221307302331   
17 170 0.17234171510141194 1.9385711616120733 12.0299525460326 1.2029952546032600e+01 25.78332307281141 87.12364351138139   
18 180 0.16150098907848937 1.8763775173233215 10.542748095461784 1.0542748095461784e+01 27.181750633090253 57.55119275846404   
19 190 0.15666479722260718 1.9972967568183262 8.85474798371505 8.8547479837150505e+00 28.33188239949686 50.34075132615747   
20 200 0.14053709304301765 2.0017687273474594 8.85474798371505 1.1102961739913576e+01 20.1257808586866 47.60150951236357   
21 210 0.128297504569512 1.9993520399230407 8.85474798371505 9.7485074837229373e+00 14.012827256197944 32.65299960256782   
